plan_id,period_end,business_unit_id,region,currency_code,budget_revenue_usd_m,budget_ebitda_usd_m,budget_da_usd_m,budget_tax_rate,budget_capex_usd_m,budget_change_nwc_usd_m,budget_fcf_usd_m,budget_version
BP_202507_BU04_APAC,2025-07-31,BU04,Asia Pacific,USD,136.81,28.72,9.72,0.2257,13.18,13.08,-1.83,FY2025 Annual Budget
BP_202507_BU04_EU,2025-07-31,BU04,Europe,USD,154.54,30.27,12.61,0.2575,14.89,18.65,-7.82,FY2025 Annual Budget
BP_202507_BU04_LATAM,2025-07-31,BU04,Latin America,USD,55.74,10.73,4.04,0.2722,5.37,6.54,-3.0,FY2025 Annual Budget
BP_202507_BU04_NA,2025-07-31,BU04,North America,USD,204.39,41.69,14.88,0.2473,19.69,23.77,-8.4,FY2025 Annual Budget
BP_202507_BU05_APAC,2025-07-31,BU05,Asia Pacific,USD,133.85,44.83,4.65,0.226,9.32,-3.86,30.29,FY2025 Annual Budget
BP_202507_BU05_EU,2025-07-31,BU05,Europe,USD,85.07,27.15,3.03,0.2578,5.92,-2.4,17.41,FY2025 Annual Budget
BP_202507_BU05_LATAM,2025-07-31,BU05,Latin America,USD,44.52,14.23,1.54,0.2723,3.1,-1.43,9.1,FY2025 Annual Budget
BP_202507_BU05_NA,2025-07-31,BU05,North America,USD,174.38,56.04,6.1,0.2486,12.14,-4.23,35.71,FY2025 Annual Budget
BP_202508_BU01_APAC,2025-08-31,BU01,Asia Pacific,USD,230.45,73.96,9.13,0.2259,17.28,2.99,39.04,FY2025 Annual Budget
BP_202508_BU01_EU,2025-08-31,BU01,Europe,USD,158.4,47.76,6.66,0.2565,10.3,1.34,25.58,FY2025 Annual Budget
BP_202508_BU01_LATAM,2025-08-31,BU01,Latin America,USD,70.08,20.77,2.92,0.2727,4.56,0.68,10.66,FY2025 Annual Budget
BP_202508_BU01_NA,2025-08-31,BU01,North America,USD,263.34,80.7,11.06,0.2463,17.12,1.85,44.58,FY2025 Annual Budget
BP_202508_BU02_APAC,2025-08-31,BU02,Asia Pacific,USD,144.46,29.47,7.65,0.2256,9.1,-6.8,22.25,FY2025 Annual Budget
BP_202508_BU02_EU,2025-08-31,BU02,Europe,USD,151.16,29.0,8.52,0.2586,9.52,-8.87,23.05,FY2025 Annual Budget
BP_202508_BU02_LATAM,2025-08-31,BU02,Latin America,USD,71.95,12.91,3.96,0.271,4.53,-4.24,10.19,FY2025 Annual Budget
BP_202508_BU02_NA,2025-08-31,BU02,North America,USD,233.15,44.97,12.84,0.2476,14.69,-12.89,35.21,FY2025 Annual Budget
BP_202508_BU03_APAC,2025-08-31,BU03,Asia Pacific,USD,108.52,28.12,6.82,0.2262,8.57,-2.53,17.26,FY2025 Annual Budget
BP_202508_BU03_EU,2025-08-31,BU03,Europe,USD,128.23,31.74,8.39,0.2575,10.13,-3.63,19.23,FY2025 Annual Budget
BP_202508_BU03_LATAM,2025-08-31,BU03,Latin America,USD,42.46,10.33,2.7,0.2719,3.35,-1.17,6.08,FY2025 Annual Budget
BP_202508_BU03_NA,2025-08-31,BU03,North America,USD,241.93,60.38,15.84,0.2484,19.11,-6.48,36.69,FY2025 Annual Budget
BP_202508_BU04_APAC,2025-08-31,BU04,Asia Pacific,USD,135.8,28.37,9.77,0.2257,12.77,-25.9,37.3,FY2025 Annual Budget
BP_202508_BU04_EU,2025-08-31,BU04,Europe,USD,153.31,29.56,12.67,0.2575,14.41,-31.74,42.54,FY2025 Annual Budget
BP_202508_BU04_LATAM,2025-08-31,BU04,Latin America,USD,55.32,10.66,4.06,0.2722,5.2,-11.52,15.18,FY2025 Annual Budget
BP_202508_BU04_NA,2025-08-31,BU04,North America,USD,202.8,41.04,14.95,0.2473,19.06,-39.71,55.24,FY2025 Annual Budget
BP_202508_BU05_APAC,2025-08-31,BU05,Asia Pacific,USD,136.92,46.43,4.75,0.226,9.35,2.9,24.76,FY2025 Annual Budget
BP_202508_BU05_EU,2025-08-31,BU05,Europe,USD,86.98,28.43,3.09,0.2578,5.94,1.76,14.2,FY2025 Annual Budget
BP_202508_BU05_LATAM,2025-08-31,BU05,Latin America,USD,45.53,15.0,1.57,0.2723,3.11,1.07,7.16,FY2025 Annual Budget
BP_202508_BU05_NA,2025-08-31,BU05,North America,USD,178.32,58.76,6.22,0.2486,12.18,3.2,30.32,FY2025 Annual Budget
BP_202509_BU01_APAC,2025-09-30,BU01,Asia Pacific,USD,254.08,81.41,9.3,0.2259,18.64,23.34,23.14,FY2025 Annual Budget
BP_202509_BU01_EU,2025-09-30,BU01,Europe,USD,173.96,53.19,6.76,0.2565,11.02,15.16,15.1,FY2025 Annual Budget
BP_202509_BU01_LATAM,2025-09-30,BU01,Latin America,USD,76.99,23.2,2.97,0.2727,4.88,7.21,5.59,FY2025 Annual Budget
BP_202509_BU01_NA,2025-09-30,BU01,North America,USD,289.25,90.1,11.23,0.2463,18.33,21.07,31.27,FY2025 Annual Budget
BP_202509_BU02_APAC,2025-09-30,BU02,Asia Pacific,USD,154.2,32.04,7.71,0.2256,9.47,11.04,6.04,FY2025 Annual Budget
BP_202509_BU02_EU,2025-09-30,BU02,Europe,USD,161.26,31.2,8.58,0.2586,9.91,9.76,5.68,FY2025 Annual Budget
BP_202509_BU02_LATAM,2025-09-30,BU02,Latin America,USD,76.79,14.44,3.98,0.271,4.72,5.19,1.7,FY2025 Annual Budget
BP_202509_BU02_NA,2025-09-30,BU02,North America,USD,248.77,49.32,12.93,0.2476,15.28,13.99,11.04,FY2025 Annual Budget
BP_202509_BU03_APAC,2025-09-30,BU03,Asia Pacific,USD,111.9,28.99,6.87,0.2262,8.62,5.0,10.37,FY2025 Annual Budget
BP_202509_BU03_EU,2025-09-30,BU03,Europe,USD,132.15,32.58,8.45,0.2575,10.18,5.21,10.98,FY2025 Annual Budget
BP_202509_BU03_LATAM,2025-09-30,BU03,Latin America,USD,43.77,10.7,2.72,0.2719,3.37,1.93,3.23,FY2025 Annual Budget
BP_202509_BU03_NA,2025-09-30,BU03,North America,USD,249.37,62.68,15.95,0.2484,19.21,8.69,23.17,FY2025 Annual Budget
BP_202509_BU04_APAC,2025-09-30,BU04,Asia Pacific,USD,148.83,32.16,9.82,0.2257,13.64,-4.68,18.16,FY2025 Annual Budget
BP_202509_BU04_EU,2025-09-30,BU04,Europe,USD,167.92,33.02,12.72,0.2575,15.39,-9.22,21.62,FY2025 Annual Budget
BP_202509_BU04_LATAM,2025-09-30,BU04,Latin America,USD,60.62,12.09,4.08,0.2722,5.56,-2.92,7.27,FY2025 Annual Budget
BP_202509_BU04_NA,2025-09-30,BU04,North America,USD,222.17,46.66,15.03,0.2473,20.36,-11.88,30.36,FY2025 Annual Budget
BP_202509_BU05_APAC,2025-09-30,BU05,Asia Pacific,USD,140.05,46.98,4.85,0.226,10.22,5.51,21.73,FY2025 Annual Budget
BP_202509_BU05_EU,2025-09-30,BU05,Europe,USD,88.92,28.96,3.15,0.2578,6.49,3.37,12.45,FY2025 Annual Budget
BP_202509_BU05_LATAM,2025-09-30,BU05,Latin America,USD,46.56,15.19,1.6,0.2723,3.4,2.03,6.06,FY2025 Annual Budget
BP_202509_BU05_NA,2025-09-30,BU05,North America,USD,182.32,60.65,6.35,0.2486,13.3,6.04,27.81,FY2025 Annual Budget
BP_202510_BU01_APAC,2025-10-31,BU01,Asia Pacific,USD,251.13,80.27,9.47,0.2259,18.13,-3.6,49.75,FY2025 Annual Budget
BP_202510_BU01_EU,2025-10-31,BU01,Europe,USD,171.26,51.98,6.86,0.2565,10.65,-2.99,32.75,FY2025 Annual Budget
BP_202510_BU01_LATAM,2025-10-31,BU01,Latin America,USD,75.83,22.74,3.01,0.2727,4.72,-1.42,14.06,FY2025 Annual Budget
BP_202510_BU01_NA,2025-10-31,BU01,North America,USD,284.81,88.07,11.39,0.2463,17.71,-3.89,55.36,FY2025 Annual Budget
BP_202510_BU02_APAC,2025-10-31,BU02,Asia Pacific,USD,171.62,36.61,7.77,0.2256,10.34,30.35,-10.59,FY2025 Annual Budget
BP_202510_BU02_EU,2025-10-31,BU02,Europe,USD,179.38,35.52,8.64,0.2586,10.81,32.15,-14.39,FY2025 Annual Budget
BP_202510_BU02_LATAM,2025-10-31,BU02,Latin America,USD,85.45,16.6,4.01,0.271,5.15,16.22,-8.18,FY2025 Annual Budget
BP_202510_BU02_NA,2025-10-31,BU02,North America,USD,276.77,56.41,13.03,0.2476,16.68,46.62,-17.63,FY2025 Annual Budget
BP_202510_BU03_APAC,2025-10-31,BU03,Asia Pacific,USD,111.99,29.62,6.92,0.2262,8.46,3.8,12.23,FY2025 Annual Budget
BP_202510_BU03_EU,2025-10-31,BU03,Europe,USD,132.18,32.96,8.51,0.2575,9.99,5.22,11.45,FY2025 Annual Budget
BP_202510_BU03_LATAM,2025-10-31,BU03,Latin America,USD,43.8,10.68,2.74,0.2719,3.31,1.73,3.48,FY2025 Annual Budget
BP_202510_BU03_NA,2025-10-31,BU03,North America,USD,249.46,61.88,16.07,0.2484,18.85,9.63,22.02,FY2025 Annual Budget
BP_202510_BU04_APAC,2025-10-31,BU04,Asia Pacific,USD,147.85,32.55,9.87,0.2257,13.3,29.93,-15.8,FY2025 Annual Budget
BP_202510_BU04_EU,2025-10-31,BU04,Europe,USD,166.72,33.93,12.78,0.2575,14.99,37.28,-23.79,FY2025 Annual Budget
BP_202510_BU04_LATAM,2025-10-31,BU04,Latin America,USD,59.349999999999994,12.15,4.1,0.2722,5.41,13.53,-8.98,FY2025 Annual Budget
BP_202510_BU04_NA,2025-10-31,BU04,North America,USD,220.61,46.69,15.1,0.2473,19.84,46.99,-27.95,FY2025 Annual Budget
BP_202510_BU05_APAC,2025-10-31,BU05,Asia Pacific,USD,144.62,48.72,4.95,0.226,9.13,1.32,28.38,FY2025 Annual Budget
BP_202510_BU05_EU,2025-10-31,BU05,Europe,USD,91.78,30.18,3.22,0.2578,5.79,0.82,16.62,FY2025 Annual Budget
BP_202510_BU05_LATAM,2025-10-31,BU05,Latin America,USD,48.08,15.55,1.64,0.2723,3.03,0.49,8.24,FY2025 Annual Budget
BP_202510_BU05_NA,2025-10-31,BU05,North America,USD,188.21,62.65,6.49,0.2486,11.88,1.55,35.26,FY2025 Annual Budget
BP_202511_BU01_APAC,2025-11-30,BU01,Asia Pacific,USD,258.12,83.44,9.64,0.2259,18.52,15.03,33.22,FY2025 Annual Budget
BP_202511_BU01_EU,2025-11-30,BU01,Europe,USD,175.33,53.5,6.96,0.2565,10.83,9.53,21.2,FY2025 Annual Budget
BP_202511_BU01_LATAM,2025-11-30,BU01,Latin America,USD,77.66,23.32,3.05,0.2727,4.8,4.53,8.46,FY2025 Annual Budget
BP_202511_BU01_NA,2025-11-30,BU01,North America,USD,291.62,90.78,11.56,0.2463,18.01,13.38,39.88,FY2025 Annual Budget
BP_202511_BU02_APAC,2025-11-30,BU02,Asia Pacific,USD,193.77,42.08,7.83,0.2256,11.6,27.71,-4.96,FY2025 Annual Budget
BP_202511_BU02_EU,2025-11-30,BU02,Europe,USD,202.42,40.89,8.71,0.2586,12.11,26.95,-6.49,FY2025 Annual Budget
BP_202511_BU02_LATAM,2025-11-30,BU02,Latin America,USD,96.47,19.25,4.05,0.271,5.77,14.29,-4.93,FY2025 Annual Budget
BP_202511_BU02_NA,2025-11-30,BU02,North America,USD,312.38,65.97,13.13,0.2476,18.7,37.21,-3.02,FY2025 Annual Budget
BP_202511_BU03_APAC,2025-11-30,BU03,Asia Pacific,USD,112.63,29.51,6.97,0.2262,8.45,1.53,14.43,FY2025 Annual Budget
BP_202511_BU03_EU,2025-11-30,BU03,Europe,USD,132.87,33.11,8.57,0.2575,9.97,1.0,15.82,FY2025 Annual Budget
BP_202511_BU03_LATAM,2025-11-30,BU03,Latin America,USD,44.04,10.63,2.76,0.2719,3.31,0.48,4.7,FY2025 Annual Budget
BP_202511_BU03_NA,2025-11-30,BU03,North America,USD,250.8,62.61,16.18,0.2484,18.82,1.44,30.82,FY2025 Annual Budget
BP_202511_BU04_APAC,2025-11-30,BU04,Asia Pacific,USD,142.62,30.74,9.92,0.2257,12.74,-4.73,18.03,FY2025 Annual Budget
BP_202511_BU04_EU,2025-11-30,BU04,Europe,USD,160.74,31.22,12.84,0.2575,14.35,-6.36,18.5,FY2025 Annual Budget
BP_202511_BU04_LATAM,2025-11-30,BU04,Latin America,USD,58.08,11.56,4.12,0.2722,5.19,-2.22,6.56,FY2025 Annual Budget
BP_202511_BU04_NA,2025-11-30,BU04,North America,USD,212.73,43.53,15.18,0.2473,19.0,-7.82,25.34,FY2025 Annual Budget
BP_202511_BU05_APAC,2025-11-30,BU05,Asia Pacific,USD,152.11,52.38,5.04,0.226,7.97,10.56,23.15,FY2025 Annual Budget
BP_202511_BU05_EU,2025-11-30,BU05,Europe,USD,96.48,31.93,3.27,0.2578,5.05,6.53,12.96,FY2025 Annual Budget
BP_202511_BU05_LATAM,2025-11-30,BU05,Latin America,USD,50.56,16.74,1.67,0.2723,2.65,3.91,6.08,FY2025 Annual Budget
BP_202511_BU05_NA,2025-11-30,BU05,North America,USD,197.88,65.25,6.6,0.2486,10.36,11.76,28.55,FY2025 Annual Budget
BP_202512_BU01_APAC,2025-12-31,BU01,Asia Pacific,USD,273.0,88.79,9.82,0.2259,19.71,5.94,45.3,FY2025 Annual Budget
BP_202512_BU01_EU,2025-12-31,BU01,Europe,USD,184.72,56.66,7.06,0.2565,11.49,3.28,29.17,FY2025 Annual Budget
BP_202512_BU01_LATAM,2025-12-31,BU01,Latin America,USD,81.84,24.88,3.1,0.2727,5.09,1.58,12.27,FY2025 Annual Budget
BP_202512_BU01_NA,2025-12-31,BU01,North America,USD,307.26,97.02,11.73,0.2463,19.11,4.65,52.25,FY2025 Annual Budget
BP_202512_BU02_APAC,2025-12-31,BU02,Asia Pacific,USD,197.74,43.72,7.9,0.2256,11.92,31.3,-7.58,FY2025 Annual Budget
BP_202512_BU02_EU,2025-12-31,BU02,Europe,USD,206.45,41.97,8.78,0.2586,12.44,35.55,-14.6,FY2025 Annual Budget
BP_202512_BU02_LATAM,2025-12-31,BU02,Latin America,USD,98.43,19.51,4.08,0.271,5.93,17.61,-8.21,FY2025 Annual Budget
BP_202512_BU02_NA,2025-12-31,BU02,North America,USD,318.64,66.67,13.25,0.2476,19.21,52.06,-17.83,FY2025 Annual Budget
BP_202512_BU03_APAC,2025-12-31,BU03,Asia Pacific,USD,112.15,29.27,7.02,0.2262,8.48,1.32,14.44,FY2025 Annual Budget
BP_202512_BU03_EU,2025-12-31,BU03,Europe,USD,132.23,32.55,8.62,0.2575,9.99,2.29,14.11,FY2025 Annual Budget
BP_202512_BU03_LATAM,2025-12-31,BU03,Latin America,USD,43.85,10.47,2.78,0.2719,3.31,0.72,4.35,FY2025 Annual Budget
BP_202512_BU03_NA,2025-12-31,BU03,North America,USD,249.64,62.24,16.29,0.2484,18.87,4.51,27.45,FY2025 Annual Budget
BP_202512_BU04_APAC,2025-12-31,BU04,Asia Pacific,USD,133.12,27.54,9.96,0.2257,11.97,1.57,10.03,FY2025 Annual Budget
BP_202512_BU04_EU,2025-12-31,BU04,Europe,USD,149.94,27.87,12.89,0.2575,13.48,4.81,5.72,FY2025 Annual Budget
BP_202512_BU04_LATAM,2025-12-31,BU04,Latin America,USD,54.2,10.3,4.14,0.2722,4.87,1.48,2.27,FY2025 Annual Budget
BP_202512_BU04_NA,2025-12-31,BU04,North America,USD,198.48,39.12,15.25,0.2473,17.85,6.38,8.99,FY2025 Annual Budget
BP_202512_BU05_APAC,2025-12-31,BU05,Asia Pacific,USD,156.91,54.48,5.12,0.226,7.84,1.44,34.04,FY2025 Annual Budget
BP_202512_BU05_EU,2025-12-31,BU05,Europe,USD,99.47,32.86,3.33,0.2578,4.97,0.88,19.4,FY2025 Annual Budget
BP_202512_BU05_LATAM,2025-12-31,BU05,Latin America,USD,52.15,17.56,1.69,0.2723,2.61,0.54,10.09,FY2025 Annual Budget
BP_202512_BU05_NA,2025-12-31,BU05,North America,USD,204.06,67.3,6.71,0.2486,10.2,1.68,40.36,FY2025 Annual Budget
BP_202601_BU01_APAC,2026-01-31,BU01,Asia Pacific,USD,262.55,83.89,10.15,0.2261,19.89,-18.41,65.74,FY2026 Annual Budget
BP_202601_BU01_EU,2026-01-31,BU01,Europe,USD,168.62,50.01,7.16,0.2573,11.04,-15.16,43.1,FY2026 Annual Budget
BP_202601_BU01_LATAM,2026-01-31,BU01,Latin America,USD,75.44,22.17,3.15,0.2716,4.94,-5.48,17.54,FY2026 Annual Budget
BP_202601_BU01_NA,2026-01-31,BU01,North America,USD,279.71,86.37,11.89,0.2481,18.31,-4.84,54.42,FY2026 Annual Budget
BP_202601_BU02_APAC,2026-01-31,BU02,Asia Pacific,USD,121.49,23.17,7.95,0.2267,7.71,-53.09,65.1,FY2026 Annual Budget
BP_202601_BU02_EU,2026-01-31,BU02,Europe,USD,130.55,23.17,8.85,0.2568,8.28,-52.36,63.57,FY2026 Annual Budget
BP_202601_BU02_LATAM,2026-01-31,BU02,Latin America,USD,61.43,10.34,4.11,0.272,3.89,-31.29,36.05,FY2026 Annual Budget
BP_202601_BU02_NA,2026-01-31,BU02,North America,USD,197.23,35.84,13.32,0.2503,12.51,-63.59,81.28,FY2026 Annual Budget
BP_202601_BU03_APAC,2026-01-31,BU03,Asia Pacific,USD,110.51,28.37,7.06,0.2261,8.79,-6.43,21.19,FY2026 Annual Budget
BP_202601_BU03_EU,2026-01-31,BU03,Europe,USD,128.38,31.16,8.67,0.2576,10.21,-1.94,17.1,FY2026 Annual Budget
BP_202601_BU03_LATAM,2026-01-31,BU03,Latin America,USD,43.35,10.47,2.79,0.2724,3.45,-1.58,6.51,FY2026 Annual Budget
BP_202601_BU03_NA,2026-01-31,BU03,North America,USD,249.38,62.26,16.41,0.2477,19.84,-13.79,44.85,FY2026 Annual Budget
BP_202601_BU04_APAC,2026-01-31,BU04,Asia Pacific,USD,125.47,25.39,9.99,0.2261,11.88,-28.02,38.05,FY2026 Annual Budget
BP_202601_BU04_EU,2026-01-31,BU04,Europe,USD,123.44,23.34,12.88,0.2583,12.7,-37.39,45.33,FY2026 Annual Budget
BP_202601_BU04_LATAM,2026-01-31,BU04,Latin America,USD,51.35,9.65,4.15,0.2725,4.86,-12.07,15.36,FY2026 Annual Budget
BP_202601_BU04_NA,2026-01-31,BU04,North America,USD,187.0,36.27,15.29,0.2478,17.7,-39.94,53.31,FY2026 Annual Budget
BP_202601_BU05_APAC,2026-01-31,BU05,Asia Pacific,USD,142.76,49.09,5.26,0.2262,7.48,-20.38,52.08,FY2026 Annual Budget
BP_202601_BU05_EU,2026-01-31,BU05,Europe,USD,90.84,29.77,3.41,0.2586,4.76,-10.83,29.02,FY2026 Annual Budget
BP_202601_BU05_LATAM,2026-01-31,BU05,Latin America,USD,46.54,14.96,1.73,0.2721,2.44,-5.71,14.63,FY2026 Annual Budget
BP_202601_BU05_NA,2026-01-31,BU05,North America,USD,183.75,61.16,6.84,0.2483,9.63,-8.06,46.1,FY2026 Annual Budget
BP_202602_BU01_APAC,2026-02-28,BU01,Asia Pacific,USD,267.39,85.76,10.34,0.2261,20.71,24.33,23.67,FY2026 Annual Budget
BP_202602_BU01_EU,2026-02-28,BU01,Europe,USD,170.94,51.49,7.27,0.2573,11.47,13.76,14.88,FY2026 Annual Budget
BP_202602_BU01_LATAM,2026-02-28,BU01,Latin America,USD,76.51,23.02,3.19,0.2716,5.13,6.8,5.7,FY2026 Annual Budget
BP_202602_BU01_NA,2026-02-28,BU01,North America,USD,283.59,87.37,12.06,0.2481,19.04,20.17,29.48,FY2026 Annual Budget
BP_202602_BU02_APAC,2026-02-28,BU02,Asia Pacific,USD,123.5,23.28,8.0,0.2267,8.04,-37.41,49.19,FY2026 Annual Budget
BP_202602_BU02_EU,2026-02-28,BU02,Europe,USD,132.64,23.49,8.9,0.2568,8.63,-44.56,55.67,FY2026 Annual Budget
BP_202602_BU02_LATAM,2026-02-28,BU02,Latin America,USD,62.44,10.73,4.13,0.272,4.06,-21.35,26.22,FY2026 Annual Budget
BP_202602_BU02_NA,2026-02-28,BU02,North America,USD,200.41,36.0,13.39,0.2503,13.04,-64.77,82.07,FY2026 Annual Budget
BP_202602_BU03_APAC,2026-02-28,BU03,Asia Pacific,USD,111.15,28.63,7.11,0.2261,9.07,7.15,7.54,FY2026 Annual Budget
BP_202602_BU03_EU,2026-02-28,BU03,Europe,USD,129.05,30.94,8.73,0.2576,10.52,7.81,6.89,FY2026 Annual Budget
BP_202602_BU03_LATAM,2026-02-28,BU03,Latin America,USD,43.6,10.42,2.82,0.2724,3.55,1.79,3.01,FY2026 Annual Budget
BP_202602_BU03_NA,2026-02-28,BU03,North America,USD,250.73,62.51,16.53,0.2477,20.46,16.65,14.01,FY2026 Annual Budget
BP_202602_BU04_APAC,2026-02-28,BU04,Asia Pacific,USD,130.06,26.11,10.03,0.2261,12.63,-11.26,21.1,FY2026 Annual Budget
BP_202602_BU04_EU,2026-02-28,BU04,Europe,USD,127.87,23.83,12.93,0.2583,13.47,3.63,3.91,FY2026 Annual Budget
BP_202602_BU04_LATAM,2026-02-28,BU04,Latin America,USD,53.22,10.27,4.17,0.2725,5.16,-7.61,11.06,FY2026 Annual Budget
BP_202602_BU04_NA,2026-02-28,BU04,North America,USD,193.75,38.08,15.36,0.2478,18.81,-18.51,32.15,FY2026 Annual Budget
BP_202602_BU05_APAC,2026-02-28,BU05,Asia Pacific,USD,146.35,49.78,5.34,0.2262,7.86,10.86,21.01,FY2026 Annual Budget
BP_202602_BU05_EU,2026-02-28,BU05,Europe,USD,93.08,30.62,3.46,0.2586,5.0,7.16,11.44,FY2026 Annual Budget
BP_202602_BU05_LATAM,2026-02-28,BU05,Latin America,USD,47.7,15.33,1.76,0.2721,2.56,4.0,5.08,FY2026 Annual Budget
BP_202602_BU05_NA,2026-02-28,BU05,North America,USD,188.31,61.98,6.95,0.2483,10.11,12.34,25.87,FY2026 Annual Budget
BP_202603_BU01_APAC,2026-03-31,BU01,Asia Pacific,USD,289.34,93.95,10.54,0.2261,22.9,-3.39,55.58,FY2026 Annual Budget
BP_202603_BU01_EU,2026-03-31,BU01,Europe,USD,184.12,56.54,7.38,0.2573,12.67,-3.79,35.01,FY2026 Annual Budget
BP_202603_BU01_LATAM,2026-03-31,BU01,Latin America,USD,82.44,24.53,3.24,0.2716,5.67,-1.4,14.48,FY2026 Annual Budget
BP_202603_BU01_NA,2026-03-31,BU01,North America,USD,305.5,94.95,12.25,0.2481,21.02,-4.12,57.53,FY2026 Annual Budget
BP_202603_BU02_APAC,2026-03-31,BU02,Asia Pacific,USD,137.62,27.03,8.05,0.2267,9.18,-2.67,16.22,FY2026 Annual Budget
BP_202603_BU02_EU,2026-03-31,BU02,Europe,USD,147.73,26.82,8.95,0.2568,9.85,-1.32,13.7,FY2026 Annual Budget
BP_202603_BU02_LATAM,2026-03-31,BU02,Latin America,USD,69.57,12.68,4.16,0.272,4.64,-1.45,7.17,FY2026 Annual Budget
BP_202603_BU02_NA,2026-03-31,BU02,North America,USD,223.24,41.39,13.47,0.2503,14.89,-2.7,22.21,FY2026 Annual Budget
BP_202603_BU03_APAC,2026-03-31,BU03,Asia Pacific,USD,115.18,29.85,7.17,0.2261,9.64,6.74,8.34,FY2026 Annual Budget
BP_202603_BU03_EU,2026-03-31,BU03,Europe,USD,133.66,32.5,8.8,0.2576,11.18,9.6,5.61,FY2026 Annual Budget
BP_202603_BU03_LATAM,2026-03-31,BU03,Latin America,USD,45.17,11.12,2.84,0.2724,3.78,3.12,1.96,FY2026 Annual Budget
BP_202603_BU03_NA,2026-03-31,BU03,North America,USD,259.73,65.89,16.65,0.2477,21.72,17.63,14.34,FY2026 Annual Budget
BP_202603_BU04_APAC,2026-03-31,BU04,Asia Pacific,USD,141.61,29.71,10.09,0.2261,14.09,31.9,-20.72,FY2026 Annual Budget
BP_202603_BU04_EU,2026-03-31,BU04,Europe,USD,139.15,26.62,12.98,0.2583,15.0,48.61,-40.51,FY2026 Annual Budget
BP_202603_BU04_LATAM,2026-03-31,BU04,Latin America,USD,57.94,11.36,4.19,0.2725,5.76,15.18,-11.53,FY2026 Annual Budget
BP_202603_BU04_NA,2026-03-31,BU04,North America,USD,210.88,42.29,15.43,0.2478,20.99,51.41,-36.77,FY2026 Annual Budget
BP_202603_BU05_APAC,2026-03-31,BU05,Asia Pacific,USD,157.91,54.11,5.43,0.2262,8.74,-4.06,38.42,FY2026 Annual Budget
BP_202603_BU05_EU,2026-03-31,BU05,Europe,USD,100.38,33.18,3.52,0.2586,5.55,-3.32,23.28,FY2026 Annual Budget
BP_202603_BU05_LATAM,2026-03-31,BU05,Latin America,USD,51.46,16.4,1.79,0.2721,2.85,-1.15,10.72,FY2026 Annual Budget
BP_202603_BU05_NA,2026-03-31,BU05,North America,USD,203.11,68.32,7.06,0.2483,11.24,-3.45,45.32,FY2026 Annual Budget
BP_202604_BU01_APAC,2026-04-30,BU01,Asia Pacific,USD,286.0,91.39,10.75,0.2261,22.98,8.4,41.78,FY2026 Annual Budget
BP_202604_BU01_EU,2026-04-30,BU01,Europe,USD,181.16,55.33,7.49,0.2573,12.69,4.43,25.9,FY2026 Annual Budget
BP_202604_BU01_LATAM,2026-04-30,BU01,Latin America,USD,81.14,24.3,3.3,0.2716,5.68,2.2,10.72,FY2026 Annual Budget
BP_202604_BU01_NA,2026-04-30,BU01,North America,USD,300.63,92.92,12.44,0.2481,21.06,6.48,45.41,FY2026 Annual Budget
BP_202604_BU02_APAC,2026-04-30,BU02,Asia Pacific,USD,138.19,26.73,8.1,0.2267,9.38,-8.54,21.67,FY2026 Annual Budget
BP_202604_BU02_EU,2026-04-30,BU02,Europe,USD,148.26,26.78,9.01,0.2568,10.06,-9.29,21.45,FY2026 Annual Budget
BP_202604_BU02_LATAM,2026-04-30,BU02,Latin America,USD,69.85,12.49,4.18,0.272,4.74,-5.55,11.04,FY2026 Annual Budget
BP_202604_BU02_NA,2026-04-30,BU02,North America,USD,224.08,42.63,13.56,0.2503,15.21,-14.27,34.41,FY2026 Annual Budget
BP_202604_BU03_APAC,2026-04-30,BU03,Asia Pacific,USD,113.58,29.06,7.23,0.2261,9.67,-1.97,16.42,FY2026 Annual Budget
BP_202604_BU03_EU,2026-04-30,BU03,Europe,USD,131.73,32.26,8.87,0.2576,11.22,-3.79,18.8,FY2026 Annual Budget
BP_202604_BU03_LATAM,2026-04-30,BU03,Latin America,USD,44.54,10.78,2.86,0.2724,3.79,-1.05,5.88,FY2026 Annual Budget
BP_202604_BU03_NA,2026-04-30,BU03,North America,USD,256.02,63.78,16.78,0.2477,21.79,-6.2,36.55,FY2026 Annual Budget
BP_202604_BU04_APAC,2026-04-30,BU04,Asia Pacific,USD,143.49,29.89,10.14,0.2261,14.53,2.2,8.69,FY2026 Annual Budget
BP_202604_BU04_EU,2026-04-30,BU04,Europe,USD,140.92,26.27,13.04,0.2583,15.44,5.58,1.83,FY2026 Annual Budget
BP_202604_BU04_LATAM,2026-04-30,BU04,Latin America,USD,58.7,11.45,4.21,0.2725,5.95,0.92,2.61,FY2026 Annual Budget
BP_202604_BU04_NA,2026-04-30,BU04,North America,USD,213.59,43.84,15.51,0.2478,21.64,-0.93,16.11,FY2026 Annual Budget
BP_202604_BU05_APAC,2026-04-30,BU05,Asia Pacific,USD,156.96,53.27,5.52,0.2262,9.27,5.06,28.14,FY2026 Annual Budget
BP_202604_BU05_EU,2026-04-30,BU05,Europe,USD,99.72,32.65,3.58,0.2586,5.9,3.12,16.11,FY2026 Annual Budget
BP_202604_BU05_LATAM,2026-04-30,BU05,Latin America,USD,51.15,16.44,1.82,0.2721,3.03,1.82,7.61,FY2026 Annual Budget
